unix,ds,symbol,open,high,low,close,Volume ZEC,Volume USDT,tradecount,Value
1.59002E+12,2020-05-21,ZEC/USDT,48.36,48.8,44.41,46,195565.0593,9107351.654,26995,46.605
1.59011E+12,2020-05-22,ZEC/USDT,45.97,48.37,45.36,47.7,140667.9519,6646238.079,21515,46.865
1.59019E+12,2020-05-23,ZEC/USDT,47.68,48.42,46.56,46.91,62282.40636,2952904.94,10914,47.49
1.59028E+12,2020-05-24,ZEC/USDT,46.89,47.82,44.95,45,80511.09555,3742810.362,15055,46.385
1.59036E+12,2020-05-25,ZEC/USDT,44.99,46.08,44.83,45.94,69875.09053,3174831.241,10213,45.455
1.59045E+12,2020-05-26,ZEC/USDT,45.98,46.2,44.15,44.85,88439.48643,3997267.364,13063,45.175
1.59054E+12,2020-05-27,ZEC/USDT,44.84,46.26,44.44,46.21,85189.50163,3884328.549,14173,45.35
1.59062E+12,2020-05-28,ZEC/USDT,46.21,47.73,45.77,47.73,69062.69642,3218112.685,13241,46.75
1.59071E+12,2020-05-29,ZEC/USDT,47.74,48.01,46.14,46.6,65165.74701,3067700.814,11191,47.075
1.5908E+12,2020-05-30,ZEC/USDT,46.63,56.39,46.21,54.55,298240.8608,15430036.17,44758,51.3
1.59088E+12,2020-05-31,ZEC/USDT,54.55,55.72,50.62,51.51,236350.785,12602345.07,40599,53.17
1.59097E+12,2020-06-01,ZEC/USDT,51.53,55.03,50.84,54.65,192336.4125,10123536.75,30994,52.935
1.59106E+12,2020-06-02,ZEC/USDT,54.7,55.37,50.16,51.48,208835.9729,11025311.32,29822,52.765
1.59114E+12,2020-06-03,ZEC/USDT,51.5,53.11,50.42,52.83,124259.8876,6409404.496,18536,51.765
1.59123E+12,2020-06-04,ZEC/USDT,52.88,53.45,50.94,52.24,84456.25772,4411948.969,15643,52.195
1.59132E+12,2020-06-05,ZEC/USDT,52.19,54.42,51.97,52.57,118203.0094,6302074.942,21791,53.195
1.5914E+12,2020-06-06,ZEC/USDT,52.56,53.86,51.81,52.83,72909.6273,3837219.811,12610,52.835
1.59149E+12,2020-06-07,ZEC/USDT,52.82,53.15,50.59,52.21,69689.71555,3610597.039,12564,51.87
1.59157E+12,2020-06-08,ZEC/USDT,52.23,52.61,51.52,52.5,56876.61185,2964071.486,11704,52.065
1.59166E+12,2020-06-09,ZEC/USDT,52.5,53.51,51,51.98,74642.31255,3887405.88,13630,52.255
1.59175E+12,2020-06-10,ZEC/USDT,51.99,55.51,51.76,55.21,148338.9968,8013934.959,25052,53.635
1.59183E+12,2020-06-11,ZEC/USDT,55.19,55.53,49.02,49.64,194244.952,10131169.93,30676,52.275
1.59192E+12,2020-06-12,ZEC/USDT,49.63,52.49,48.24,51.61,117138.0059,5953473.034,17774,50.365
1.59201E+12,2020-06-13,ZEC/USDT,51.61,53.04,50.82,52.81,67057.7259,3471035.065,11771,51.93
1.59209E+12,2020-06-14,ZEC/USDT,52.81,52.98,50.48,51.1,59972.11993,3090063.534,10446,51.73
1.59218E+12,2020-06-15,ZEC/USDT,51.06,53.15,48.21,52.2,161500.2648,8183631.224,29100,50.68
1.59227E+12,2020-06-16,ZEC/USDT,52.2,53.8,51.74,52.97,109676.0624,5792670.415,18812,52.77
1.59235E+12,2020-06-17,ZEC/USDT,52.97,53.56,51.57,52.91,74637.31188,3928529.127,13887,52.565
1.59244E+12,2020-06-18,ZEC/USDT,52.91,53.38,51.21,51.95,55588.00972,2919364.079,11383,52.295
1.59252E+12,2020-06-19,ZEC/USDT,51.95,52.44,50.88,51.41,54267.30426,2800858.266,10947,51.66
1.59261E+12,2020-06-20,ZEC/USDT,51.39,51.68,50.24,51.4,43184.02837,2204976.825,8489,50.96
1.5927E+12,2020-06-21,ZEC/USDT,51.41,52.11,50.17,50.51,50446.63973,2587281.773,10305,51.14
1.59278E+12,2020-06-22,ZEC/USDT,50.5,53.67,50.3,53.53,98544.08906,5175401.956,17468,51.985
1.59287E+12,2020-06-23,ZEC/USDT,53.52,63.04,52.43,58.23,405043.8188,23092284.88,70711,57.735
1.59296E+12,2020-06-24,ZEC/USDT,58.24,59.65,53.2,55.2,311980.073,17649340.37,48362,56.425
1.59304E+12,2020-06-25,ZEC/USDT,55.16,56.84,53.02,55.81,156304.1917,8666148.035,24089,54.93
1.59313E+12,2020-06-26,ZEC/USDT,55.83,56.76,54.44,55.7,130497.2717,7268002.676,20691,55.6
1.59322E+12,2020-06-27,ZEC/USDT,55.7,55.74,50.85,52.24,139596.3533,7470881.111,20911,53.295
1.5933E+12,2020-06-28,ZEC/USDT,52.22,54,51.01,51.81,181805.1092,9560369.626,23276,52.505
1.59339E+12,2020-06-29,ZEC/USDT,51.82,53.46,51.41,52.42,185930.9536,9720511.667,27495,52.435
1.59348E+12,2020-06-30,ZEC/USDT,52.44,52.73,50.92,51.44,117478.6241,6099667.29,17024,51.825
1.59356E+12,2020-07-01,ZEC/USDT,51.43,52.5,51.17,51.86,107712.8768,5580093.348,16149,51.835
1.59365E+12,2020-07-02,ZEC/USDT,51.85,53.69,49.64,51.18,216227.3665,11177604.76,31753,51.665
1.59373E+12,2020-07-03,ZEC/USDT,51.16,51.88,50.6,51.11,110236.7128,5650191.813,15865,51.24
1.59382E+12,2020-07-04,ZEC/USDT,51.1,51.84,50.64,51.43,89767.30718,4599051.773,13053,51.24
1.59391E+12,2020-07-05,ZEC/USDT,51.42,51.63,50.04,51.16,77594.45786,3947755.374,12502,50.835
1.59399E+12,2020-07-06,ZEC/USDT,51.2,55.92,51.16,55.55,169445.7523,9091663.633,26142,53.54
1.59408E+12,2020-07-07,ZEC/USDT,55.54,55.91,53.61,55.08,105273.7657,5757827.055,19322,54.76
1.59417E+12,2020-07-08,ZEC/USDT,55.09,58.79,54.26,57.94,196681.7337,11305758.66,36523,56.525
1.59425E+12,2020-07-09,ZEC/USDT,57.93,58.87,55.52,56.86,126479.7033,7217926.834,24336,57.195
1.59434E+12,2020-07-10,ZEC/USDT,56.86,56.89,54.12,56.07,87610.19183,4854466.43,17745,55.505
1.59443E+12,2020-07-11,ZEC/USDT,56.1,56.68,54.99,55.84,72865.60253,4058372.525,13014,55.835
1.59451E+12,2020-07-12,ZEC/USDT,55.82,61.1,55.77,58.65,246742.2096,14342304.91,39560,58.435
1.5946E+12,2020-07-13,ZEC/USDT,58.7,63.95,58.52,61.26,353065.4905,21812341.71,59149,61.235
1.59468E+12,2020-07-14,ZEC/USDT,61.26,63.03,58.85,62.02,182144.0193,11077185.57,31290,60.94
1.59477E+12,2020-07-15,ZEC/USDT,62.03,63.16,60.39,61.14,175563.2069,10857657.18,30585,61.775
1.59486E+12,2020-07-16,ZEC/USDT,61.14,61.72,57.11,59.1,199644.6061,11820931.46,32747,59.415
1.59494E+12,2020-07-17,ZEC/USDT,59.09,60.38,57.89,59.5,148038.8185,8750953.267,24569,59.135
1.59503E+12,2020-07-18,ZEC/USDT,59.49,59.91,58.04,59.06,86914.0463,5110908.755,16492,58.975
1.59512E+12,2020-07-19,ZEC/USDT,59.06,59.48,56.79,58.38,83685.37427,4842998.867,16980,58.135
1.5952E+12,2020-07-20,ZEC/USDT,58.39,58.58,56.86,57.05,85821.78851,4958987.486,19000,57.72
1.59529E+12,2020-07-21,ZEC/USDT,57.05,62.6,56.88,62.45,187634.0507,11395836.66,37676,59.74
1.59538E+12,2020-07-22,ZEC/USDT,62.41,64.77,60.83,64.28,202688.6392,12655520.09,36833,62.8
1.59546E+12,2020-07-23,ZEC/USDT,64.27,65,62.84,63.51,116787.5647,7439656.37,24876,63.92
1.59555E+12,2020-07-24,ZEC/USDT,63.5,64.72,61.65,63.01,165385.9776,10406158.79,31233,63.185
1.59564E+12,2020-07-25,ZEC/USDT,63.01,66.09,62.86,65.69,147549.6743,9466217.373,29232,64.475
1.59572E+12,2020-07-26,ZEC/USDT,65.7,67.26,63.76,66.15,196560.4973,12868028.27,38166,65.51
1.59581E+12,2020-07-27,ZEC/USDT,66.18,72.35,66.13,70.77,353054.1753,24399812.62,71686,69.24
1.59589E+12,2020-07-28,ZEC/USDT,70.8,73.42,68.43,70.57,195825.286,13914297.36,45312,70.925
1.59598E+12,2020-07-29,ZEC/USDT,70.6,74.4,70.15,72.13,225725.1179,16399733.26,44374,72.275
1.59607E+12,2020-07-30,ZEC/USDT,72.12,72.59,69.48,70.48,177255.7309,12570036,36488,71.035
1.59615E+12,2020-07-31,ZEC/USDT,70.51,74.95,70.3,74.9,203173.6131,14754879.2,47201,72.625
1.59624E+12,2020-08-01,ZEC/USDT,74.9,95,73.96,89.37,655401.0635,55452473.08,127332,84.48
1.59633E+12,2020-08-02,ZEC/USDT,89.43,91.31,73.65,84.31,743770.8162,62880138.85,158926,82.48
1.59641E+12,2020-08-03,ZEC/USDT,84.27,85.94,81.31,82.3,331263.2864,27807512.4,58855,83.625
1.5965E+12,2020-08-04,ZEC/USDT,82.33,85.31,80.17,84.93,212735.2536,17604771.72,42485,82.74
1.59659E+12,2020-08-05,ZEC/USDT,84.94,98.07,84.92,97.46,512489.7464,46869848.08,102402,91.495
1.59667E+12,2020-08-06,ZEC/USDT,97.46,102.74,92.01,96.75,495676.2,48121228.95,100723,97.375
1.59676E+12,2020-08-07,ZEC/USDT,96.77,97.65,87.05,94.42,402314.4916,37849253.01,80169,92.35
1.59684E+12,2020-08-08,ZEC/USDT,94.41,99.18,91.78,97.08,209024.5809,19967175.92,46559,95.48
1.59693E+12,2020-08-09,ZEC/USDT,97.06,97.45,89.48,92.01,217400.1614,20325534.16,47063,93.465
1.59702E+12,2020-08-10,ZEC/USDT,92.02,95.48,87.82,89.01,282726.0413,25905199.23,64413,91.65
1.5971E+12,2020-08-11,ZEC/USDT,89.02,90.06,78.56,80.88,411959.8721,34669227.55,89945,84.31
1.59719E+12,2020-08-12,ZEC/USDT,80.88,84.89,76.2,83.52,439763.9002,35694715.27,99172,80.545
1.59728E+12,2020-08-13,ZEC/USDT,83.55,88,77.37,87.4,426046.2822,34760584.87,91577,82.685
1.59736E+12,2020-08-14,ZEC/USDT,87.35,87.79,82.89,85.03,277856.411,23672101.74,65123,85.34
1.59745E+12,2020-08-15,ZEC/USDT,84.98,88.55,83.73,85.12,287565.1079,24665477.21,68450,86.14
1.59754E+12,2020-08-16,ZEC/USDT,85.14,86.44,81.06,85.3,276974.6388,23378646.87,77783,83.75
1.59762E+12,2020-08-17,ZEC/USDT,85.3,90.29,82.87,86.74,371666.612,32060167.3,96200,86.58
1.59771E+12,2020-08-18,ZEC/USDT,86.74,88.93,82,83.14,306993.214,26320468.85,75481,85.465
1.5978E+12,2020-08-19,ZEC/USDT,83.15,84.55,72.73,76.3,442712.4649,34854691.49,93168,78.64
1.59788E+12,2020-08-20,ZEC/USDT,76.3,80.09,75.53,78.87,267234.2197,20875031.73,48601,77.81
1.59797E+12,2020-08-21,ZEC/USDT,78.86,81.53,73.15,73.56,341536.94,26535866.36,78782,77.34
1.59805E+12,2020-08-22,ZEC/USDT,73.52,77.93,71.5,76.88,206926.5625,15420701.58,44419,74.715
1.59814E+12,2020-08-23,ZEC/USDT,76.86,84.5,74.2,84.36,323197.0735,25656939.03,70775,79.35
1.59823E+12,2020-08-24,ZEC/USDT,84.4,84.78,78.9,80.26,229856.6953,18686327.82,51108,81.84
1.59831E+12,2020-08-25,ZEC/USDT,80.27,82.56,71.19,72.93,539701.0608,40783728.56,98383,76.875
1.5984E+12,2020-08-26,ZEC/USDT,72.93,77.1,72.86,75,310801.2459,23347632.08,56758,74.98
1.59849E+12,2020-08-27,ZEC/USDT,74.99,75.56,70.29,72.13,295518.8741,21565984.09,53815,72.925
1.59857E+12,2020-08-28,ZEC/USDT,72.19,77.07,71,76.24,240097.8357,17923899.24,47433,74.035
1.59866E+12,2020-08-29,ZEC/USDT,76.2,80.73,74.92,78.68,189400.8774,14742272.46,40825,77.825
1.59875E+12,2020-08-30,ZEC/USDT,78.66,82.48,77.99,81.11,235604.6669,18873276.43,49339,80.235
1.59883E+12,2020-08-31,ZEC/USDT,81.14,81.61,77.23,78.29,171079.7388,13530870.3,37844,79.42
1.59892E+12,2020-09-01,ZEC/USDT,78.28,85.98,77.45,83.17,328788.3424,26872486.45,69239,81.715
1.599E+12,2020-09-02,ZEC/USDT,83.16,84.69,71.87,75.9,313861.2084,24327751.63,70386,78.28
1.59909E+12,2020-09-03,ZEC/USDT,75.88,76.36,50.56,56.77,616897.2027,40826556.72,118696,63.46
1.59918E+12,2020-09-04,ZEC/USDT,56.76,61.57,53.69,59.64,625991.1018,36648571.22,111893,57.63
1.59926E+12,2020-09-05,ZEC/USDT,59.65,60.81,51.5,55.98,472037.9766,26210649.58,79494,56.155
1.59935E+12,2020-09-06,ZEC/USDT,56,60.25,54.52,58.92,405333.9815,23221200.42,67593,57.385
1.59944E+12,2020-09-07,ZEC/USDT,58.9,63.15,55.14,61.86,434788.8878,25595115.04,90624,59.145
1.59952E+12,2020-09-08,ZEC/USDT,61.86,64.34,56.72,58.69,424574.3999,25593848.34,65746,60.53
1.59961E+12,2020-09-09,ZEC/USDT,58.63,61.41,57.35,59.92,184798.9252,11053900.03,30116,59.38
1.5997E+12,2020-09-10,ZEC/USDT,59.93,62.83,59.7,62.07,224790.9189,13760251.77,38480,61.265
1.59978E+12,2020-09-11,ZEC/USDT,62.07,63.87,58.69,63.32,264786.5091,16228741.09,45213,61.28
1.59987E+12,2020-09-12,ZEC/USDT,63.32,66.98,62.12,65.68,231042.2745,14844764.77,37840,64.55
1.59996E+12,2020-09-13,ZEC/USDT,65.7,66.31,60.93,62.54,203598.2777,12904858,39577,63.62
1.60004E+12,2020-09-14,ZEC/USDT,62.54,64.29,60.8,63.28,144946.7981,9101583.708,28825,62.545
1.60013E+12,2020-09-15,ZEC/USDT,63.24,65,58.68,59.4,190500.298,11827138.64,38548,61.84
1.60021E+12,2020-09-16,ZEC/USDT,59.37,59.44,56.89,58.34,224350.221,13019610.7,43331,58.165
1.6003E+12,2020-09-17,ZEC/USDT,58.35,60.03,57.38,59.65,142090.0248,8335645.788,28374,58.705
1.60039E+12,2020-09-18,ZEC/USDT,59.65,59.92,57.05,57.9,136403.5174,7995785.788,23051,58.485
1.60047E+12,2020-09-19,ZEC/USDT,57.89,59.33,57.3,57.97,108482.1206,6312806.933,17347,58.315
1.60056E+12,2020-09-20,ZEC/USDT,57.97,58.17,55.17,57.6,179309.5821,10210209.68,27885,56.67
1.60065E+12,2020-09-21,ZEC/USDT,57.6,58.5,51.55,51.63,181717.3986,9915269,34715,55.025
1.60073E+12,2020-09-22,ZEC/USDT,51.62,54.03,51.14,53.31,138306.2582,7294774.965,23849,52.585
1.60082E+12,2020-09-23,ZEC/USDT,53.31,53.86,50.31,51.84,131560.7292,6884306.673,23088,52.085
1.60091E+12,2020-09-24,ZEC/USDT,51.85,55.37,51.17,55.16,158714.6148,8513867.329,23957,53.27
1.60099E+12,2020-09-25,ZEC/USDT,55.14,55.97,53.35,54.87,137930.7194,7532982.377,23701,54.66
1.60108E+12,2020-09-26,ZEC/USDT,54.87,56.85,54.01,56.2,120486.2337,6648648.657,21775,55.43
1.60116E+12,2020-09-27,ZEC/USDT,56.18,56.91,53.7,55.55,141064.0021,7787454.357,23950,55.305
1.60125E+12,2020-09-28,ZEC/USDT,55.56,58.39,55.54,56.22,199049.848,11348318.13,32586,56.965
1.60134E+12,2020-09-29,ZEC/USDT,56.2,62.3,55.97,61.25,248650.6237,14662731.95,44700,59.135
1.60142E+12,2020-09-30,ZEC/USDT,61.26,64.62,59.54,64.1,214341.4718,13185001.06,38638,62.08
1.60151E+12,2020-10-01,ZEC/USDT,64.1,68.49,61.87,64.67,406945.6507,26642060.61,70744,65.18
1.6016E+12,2020-10-02,ZEC/USDT,64.65,66.52,58.41,63.85,401879.683,25101419.59,64309,62.465
1.60168E+12,2020-10-03,ZEC/USDT,63.86,63.94,60.45,60.73,175228.7024,10973073.66,26952,62.195
1.60177E+12,2020-10-04,ZEC/USDT,60.74,63.53,59.03,63.12,149322.4618,9186545.966,27080,61.28
1.60186E+12,2020-10-05,ZEC/USDT,63.11,66.16,61.76,65.76,159715.4704,10170899.22,25784,63.96
1.60194E+12,2020-10-06,ZEC/USDT,65.82,66.3,60.08,61.48,199666.4095,12591372.05,37204,63.19
1.60203E+12,2020-10-07,ZEC/USDT,61.44,62.31,59.51,61.48,171402.9106,10476504.04,29829,60.91
1.60212E+12,2020-10-08,ZEC/USDT,61.49,63.39,58.77,61.99,193793.5285,11882942.14,34755,61.08
1.6022E+12,2020-10-09,ZEC/USDT,61.98,65.05,60.2,63.52,258915.8269,16194052.74,43484,62.625
1.60229E+12,2020-10-10,ZEC/USDT,63.5,67.77,63.45,66.79,246236.406,16085674.05,42217,65.61
1.60237E+12,2020-10-11,ZEC/USDT,66.76,73.6,66.34,72.46,408660.083,28633679.72,69230,69.97
1.60246E+12,2020-10-12,ZEC/USDT,72.46,75.75,70.23,72.93,398286.0997,29216373.62,72013,72.99
1.60255E+12,2020-10-13,ZEC/USDT,72.9,73.37,68.33,70.07,272774.5865,19319698.26,46925,70.85
1.60263E+12,2020-10-14,ZEC/USDT,70.09,71.39,67.19,68.75,219596.0798,15203127.62,40855,69.29
1.60272E+12,2020-10-15,ZEC/USDT,68.77,68.79,65.37,68.24,303582.7472,20436404.06,49956,67.08
1.60281E+12,2020-10-16,ZEC/USDT,68.24,69.83,60.83,62.59,382686.3548,24480364.81,62534,65.33
1.60289E+12,2020-10-17,ZEC/USDT,62.57,63.47,60.92,62.99,170841.0246,10638299.63,29087,62.195
1.60298E+12,2020-10-18,ZEC/USDT,62.97,64.5,62.5,64.42,101464.2764,6418855.867,20567,63.5
1.60307E+12,2020-10-19,ZEC/USDT,64.44,65.6,62,64.08,204675.8061,13055442.16,35878,63.8
1.60315E+12,2020-10-20,ZEC/USDT,64.06,65,56.5,57.85,277810.3904,16990213.35,52974,60.75
1.60324E+12,2020-10-21,ZEC/USDT,57.84,64.76,57.5,62.72,288370.9507,17896994.83,53214,61.13
1.60332E+12,2020-10-22,ZEC/USDT,62.67,67.11,62.6,65.54,262644.4497,17081842.17,54736,64.855
1.60341E+12,2020-10-23,ZEC/USDT,65.52,65.54,60.68,63.26,221102.7998,14056115.14,44552,63.11
1.6035E+12,2020-10-24,ZEC/USDT,63.23,65.65,61.59,64.14,173358.3797,10964747.02,32940,63.62
1.60358E+12,2020-10-25,ZEC/USDT,64.16,65.03,61.92,62.77,151737.6837,9602880.606,31794,63.475
1.60367E+12,2020-10-26,ZEC/USDT,62.68,63.82,58.45,60.2,247258.6069,15133131.2,43179,61.135
1.60376E+12,2020-10-27,ZEC/USDT,60.2,62.1,59.86,61.2,175850.8542,10724939.89,33319,60.98
1.60384E+12,2020-10-28,ZEC/USDT,61.15,61.58,55.15,56.8,271428.5288,15920192.68,43313,58.365
1.60393E+12,2020-10-29,ZEC/USDT,56.79,57.88,54.53,56.87,189555.8553,10708616.5,32821,56.205
1.60402E+12,2020-10-30,ZEC/USDT,56.84,59.78,54.03,58.21,246568.3178,14094517.86,45666,56.905
1.6041E+12,2020-10-31,ZEC/USDT,58.21,59.38,57.31,58.16,149905.9914,8754038.995,29071,58.345
1.60419E+12,2020-11-01,ZEC/USDT,58.16,58.7,57.15,58.17,111226.3297,6429628.754,17853,57.925
1.60428E+12,2020-11-02,ZEC/USDT,58.21,59.3,54.55,54.77,180991.5063,10228509.05,29823,56.925
1.60436E+12,2020-11-03,ZEC/USDT,54.78,54.96,51.6,53.2,206052.6916,10898228.95,32597,53.28
1.60445E+12,2020-11-04,ZEC/USDT,53.21,54.59,51.91,54.09,184955.0814,9838808.198,29483,53.25
1.60453E+12,2020-11-05,ZEC/USDT,54.11,57.46,52.83,56.69,257735.4377,14173867.3,39846,55.145
1.60462E+12,2020-11-06,ZEC/USDT,56.71,61.64,56.31,61.57,283042.289,16538648.14,49116,58.975
1.60471E+12,2020-11-07,ZEC/USDT,61.57,62.89,55.67,57.4,393181.2979,23385524.73,62261,59.28
1.60479E+12,2020-11-08,ZEC/USDT,57.39,61.78,56.78,60.61,144750.4981,8615649.715,24814,59.28
1.60488E+12,2020-11-09,ZEC/USDT,60.57,61.09,55.73,58.42,251583.1934,14817902.13,38499,58.41
1.60497E+12,2020-11-10,ZEC/USDT,58.41,62.5,57.77,59.06,318622.746,19363354.26,53102,60.135
1.60505E+12,2020-11-11,ZEC/USDT,59.07,60.71,58.53,58.92,172076.774,10285407.13,27955,59.62
1.60514E+12,2020-11-12,ZEC/USDT,58.88,63.41,57.82,62.99,414669.9493,25586231.46,70096,60.615
1.60523E+12,2020-11-13,ZEC/USDT,62.99,66.02,61.64,65.8,322867.537,20593847.22,52256,63.83
1.60531E+12,2020-11-14,ZEC/USDT,65.8,65.88,61.45,63.9,301856.2384,19125532.49,50296,63.665
1.6054E+12,2020-11-15,ZEC/USDT,63.9,64.25,59.64,61.16,221477.8002,13721179.95,36979,61.945
1.60548E+12,2020-11-16,ZEC/USDT,61.13,67.35,60.53,64.55,336410.0464,21690918.79,55111,63.94
1.60557E+12,2020-11-17,ZEC/USDT,64.52,67.11,64.12,66.82,282115.0097,18488378.12,51035,65.615
1.60566E+12,2020-11-18,ZEC/USDT,66.8,67.82,60.17,63.17,459898.139,29224980.4,77272,63.995
1.60574E+12,2020-11-19,ZEC/USDT,63.17,64.04,60.35,62.38,301306.2266,18764234.39,48363,62.195
1.60583E+12,2020-11-20,ZEC/USDT,62.36,64.6,62.05,63.23,254819.1228,16119094.14,41836,63.325
1.60592E+12,2020-11-21,ZEC/USDT,63.2,73,62.4,72.62,700718.4844,47563535.36,97751,67.7
1.606E+12,2020-11-22,ZEC/USDT,72.65,73.99,65.05,68.79,632768.7739,43729583.48,97979,69.52
1.60609E+12,2020-11-23,ZEC/USDT,68.8,80.73,67.4,79.52,671981.8005,49692611.81,112740,74.065
1.60618E+12,2020-11-24,ZEC/USDT,79.51,90,76.03,86.8,960693.0449,78937053.56,162101,83.015
1.60626E+12,2020-11-25,ZEC/USDT,86.81,88.31,75.2,78.15,728874.2383,59970469.6,117263,81.755
1.60635E+12,2020-11-26,ZEC/USDT,78.06,79.88,63.42,70.16,901564.231,64168314.36,132674,71.65
1.60644E+12,2020-11-27,ZEC/USDT,70.18,71.34,66,69.5,246789.614,16897751.13,37293,68.67
1.60652E+12,2020-11-28,ZEC/USDT,69.55,76.48,68.88,75.31,312124.8315,22730720.32,48960,72.68
1.60661E+12,2020-11-29,ZEC/USDT,75.29,76.59,71.8,75.06,223615.4703,16581683.84,37307,74.195
1.60669E+12,2020-11-30,ZEC/USDT,75.11,79.95,73.6,78.91,329165.4159,25358214.67,56436,76.775
1.60678E+12,2020-12-01,ZEC/USDT,78.95,82.12,71.4,74.82,547564.917,42429227.57,109295,76.76
1.60687E+12,2020-12-02,ZEC/USDT,74.81,77.14,73.38,76.66,223551.6484,16829772.58,46968,75.26
1.60695E+12,2020-12-03,ZEC/USDT,76.62,77.13,74.26,75.69,183725.3101,13930825.47,32093,75.695
1.60704E+12,2020-12-04,ZEC/USDT,75.65,76.11,68.34,69.01,214581.743,15699169.58,47201,72.225
1.60713E+12,2020-12-05,ZEC/USDT,69,72.35,68.39,71.83,86155.78905,6119411.196,22567,70.37
1.60721E+12,2020-12-06,ZEC/USDT,71.83,74.99,69.93,74.61,125412.2691,9067230.939,25562,72.46
1.6073E+12,2020-12-07,ZEC/USDT,74.65,76.84,73.53,75.57,202837.486,15222964.72,43093,75.185
1.60739E+12,2020-12-08,ZEC/USDT,75.56,75.79,68.74,69.61,180111.6779,12983214.86,43147,72.265
1.60747E+12,2020-12-09,ZEC/USDT,69.53,71.02,65.5,69.38,223180.8965,15332245.37,45246,68.26
1.60756E+12,2020-12-10,ZEC/USDT,69.39,69.91,65.2,65.96,164672.0902,11046340.37,32445,67.555
1.60764E+12,2020-12-11,ZEC/USDT,66,66.15,62.49,63.71,156879.6732,10056943.1,32362,64.32
1.60773E+12,2020-12-12,ZEC/USDT,63.71,66.77,63.49,65.95,98199.3308,6433909.502,21525,65.13
1.60782E+12,2020-12-13,ZEC/USDT,66.03,69.43,65.2,68.25,148763.2267,10096635.9,32094,67.315
1.6079E+12,2020-12-14,ZEC/USDT,68.2,68.65,66.27,68,105432.6945,7114111.066,23684,67.46
1.60799E+12,2020-12-15,ZEC/USDT,68.04,69.15,66.37,67.63,100021.7094,6780868.638,26436,67.76
1.60808E+12,2020-12-16,ZEC/USDT,67.64,73.28,66.86,73.21,189107.8238,13295140.38,40213,70.07
1.60816E+12,2020-12-17,ZEC/USDT,73.18,77.99,72.24,74.28,303384.9613,22679207.38,63950,75.115
1.60825E+12,2020-12-18,ZEC/USDT,74.32,76.44,71.66,73.89,165083.7721,12227580.91,35937,74.05
1.60834E+12,2020-12-19,ZEC/USDT,73.89,76.16,73.01,73.5,146959.0731,10965276.77,31339,74.585
